db_id,english,hinglish_light,hinglish_natural,hinglish_hindi_heavy,sql
orchestra,What are the record companies that are used by both orchestras founded before 2003 and those founded after 2003?,"What are the record companies jo both the orchestras jinhe pehle se 2003 me establish huye hain aur unke baad huye hain, use karte hain?","Kya dono tara ki orchestras jinhe pehle se 2003 me huye hain aur unke baad huye hain, use karte hain same record companies?",Kyi dono tara ki orchestras jinhe pehle se 2003 me huye hain aur,SELECT Record_Company FROM orchestra WHERE Year_of_Founded  <  2003 INTERSECT SELECT Record_Company FROM orchestra WHERE Year_of_Founded  >  2003
battle_death,What is maximum and minimum death toll caused each time?,What is maximum aur minimum marne waale kisi baar ka saath aur vaad?,Kya har baar mein maximum aur minimum marne waale kisi baar ka saath hai?,Kyaa har baar mein maximum aur minimum marne waale kisi baar ka saath hain?,"SELECT max(killed) ,  min(killed) FROM death"
college_1,How many different professors are there for the different schools?,How many different professors hai for the different schools?,Kitne different professors hai different schools ke liye?,Kitne different professors hai for the different schools?,"SELECT count(*) ,  T1.school_code FROM department AS T1 JOIN professor AS T2 ON T1.dept_code  =  T2.dept_code GROUP BY T1.school_code"
college_2,What are the names and salaries of instructors who advises students in the History department?,What are the names aur ghosha of instructors jo history mein guide karte hain?,Kya history mein guide karte hain instructors ki names aur ghoshein pata chalein?,Kyi kya history mein guide karte hain instructors ki names aur ghoshein ek baat karo?,"SELECT T2.name ,  T2.salary FROM advisor AS T1 JOIN instructor AS T2 ON T1.i_id  =  T2.id JOIN student AS T3 ON T1.s_id  =  T3.id WHERE T3.dept_name  =  'History"
college_3,Which rank has the smallest number of faculty members?,Which rank has the smallest number of faculty members?,Jo rank ka faculti member ki sabse chota shan hai?,Jo rank ka faculti member ki sabse chota shan hai?,SELECT rank FROM Faculty GROUP BY rank ORDER BY count(*) ASC LIMIT 1
game_1,How many students play sports?,How many students sports khelte hain?,Kya paas mein students hain jo kisi sport khel rahe hain?,Kyun nahin paas mein students hain jinka paas mein sports khel rahi hain?,SELECT count(DISTINCT StuID) FROM Sportsinfo
student_1,Which grade is studying in room 105?,Which grade is studying in room 105?,Room 105 mein kis standard ka study kar raha hai?,Room 105 mein kis standard ke students ka study kar rha hain?,SELECT DISTINCT grade FROM list WHERE classroom  =  105
ship_mission,"Show the distinct fate of missions that involve ships with nationality ""United States",Show the distinct fate of missions that involve ships with nationality United States,United States ke nationality ka vishesh itni missions ki jankari de,United States ke nationality ka shi roop mein missions ki vishesh kahani dikhayein,"SELECT DISTINCT T1.Fate FROM mission AS T1 JOIN ship AS T2 ON T1.Ship_ID  =  T2.Ship_ID WHERE T2.Nationality  =  ""United States"
hospital_1,Which nurses are in charge of patients undergoing treatments?,Which nurses are in charge of patients undergoing treatments?,Kya nurses patient honge jo rakt swastikshan ma hai?,Kya nurses patient honge jo rakt swastikshan ka charge le rahe hai?,SELECT DISTINCT T2.name FROM undergoes AS T1 JOIN nurse AS T2 ON T1.AssistingNurse  =  T2.EmployeeID
document_management,Count the number of users that are logged in.,Count the number of users jaise hain login mein.,Count the number of users jaise hain login mein.,Count the number of users jaise hain login mein.,SELECT count(*) FROM users WHERE user_login  =  1
insurance_policies,What is the total amount of payment?,What is the total amount of payment?,Total payment kya hai?,Kya payment ka total amt hai?,SELECT sum(Amount_Payment) FROM Payments
race_track,What are the names for tracks without a race in class 'GT'.,What are the names of tracks without a race in class 'GT'?,GT ke class mein rāce nahi hui trackon kaunse nāme hain?,GT class mein race nahi hui trackon kaunse nāme hain?,SELECT name FROM track EXCEPT SELECT T2.name FROM race AS T1 JOIN track AS T2 ON T1.track_id  =  T2.track_id WHERE T1.class  =  'GT
voter_1,Return the names of the contestants whose names contain the substring 'Al' .,Return the names of the contestants jo names mein 'Al' hain.,Return the names of the contestants jaise names mein 'Al' hain.,Return the names of the contestants jaise names mein 'Al' contain hain.,"select contestant_name from contestants where contestant_name like ""%al%"
products_gen_characteristics,"What is the color description of the product with name ""catnip""?",What is the rang ka tafsil of the product jismein catnip naam hai?,Kya catnip ka nām ka prodクトct ko kis rang mein tafsil hai?,Kya catnip ka nām ka prduct ko kis rang mein tafsil hai?,"SELECT t2.color_description FROM products AS t1 JOIN ref_colors AS t2 ON t1.color_code  =  t2.color_code WHERE t1.product_name  =  ""catnip"
customers_and_addresses,"Find the name of all customers whose name contains ""Alex"".",Find the name of all customers jo naam mein Alex hain,Alex honi chahiye customers ka naam dekhne,Alex hua customers ki naam dikhayein,"SELECT customer_name FROM customers WHERE customer_name LIKE ""%Alex%"
products_gen_characteristics,Return the names and typical buying prices for all products.,Return the names aur typical buying prices for all products.,Names dene aur typical buying prices de karo har ek product ke liye.,Return the names aur typical buying prices for all products.,"SELECT product_name ,  typical_buying_price FROM products"
customers_card_transactions,Show all transaction types.,Show all transaction types.,ट्रैन्शन्स किंतु सारे प्रकार दिखाओ.,show सभी ट्रैन्शन्स प्रकार दिखाएं.,SELECT DISTINCT transaction_type FROM Financial_Transactions
musical,Return the duration of the actor with the greatest age.,Return the duration of the actor with the greatest age.,Duration dikhao jo actor ka jeevan pratishtha sabse zyada hai.,Return duration yaar jo actor ka age sabse zyada hain.,SELECT Duration FROM actor ORDER BY Age DESC LIMIT 1
music_1,What are the names of artists who are Male and are from UK?,What are the names of artists jo male hain aur UK se aaye hain?,Kya woh artists ke naam jo male hain aur UK se aaye hain?,Kyun koi nam hai ye artists jo male hain or UK se aaye hain?,"SELECT artist_name FROM artist WHERE country  =  ""UK"" AND gender  =  ""Male"
tracking_orders,What are the names of the customers who have made two or less orders?,What are the names of the customers jo 2 ya chota hi dono tak paas kar liye hain?,"Kya customers jo 2 ya 2 se kam dono tak paas kar liye hain, unki names kya hain?",Kyi names kya hain jinhe customers 2 ya 2 se kam dono tak paas kar liye hain?,SELECT T2.customer_name FROM orders AS T1 JOIN customers AS T2 ON T1.customer_id = T2.customer_id GROUP BY T2.customer_id HAVING count(*)  <=  2
farm,Count the number of farms.,Count the number of farms.,Number of farms kyun count karo?,Count the number of farms hai.,SELECT count(*) FROM farm
car_1,What model has the most different versions?,What model ke sath sabse zyada variations hain?,उस मॉडल क्या है जो सबसे अधिक वेरिएंटें रखता है?,which model ka saba se zyada variations hain?,SELECT Model FROM CAR_NAMES GROUP BY Model ORDER BY count(*) DESC LIMIT 1;
flight_4,Find the id of routes whose source and destination airports are in the United States.,Find the id of routes jaise source aur destination airportin United States mein hain.,Find the id of routes jaise source aur destination airportin United States mein hain.,Find the id of routes jaise source aur destination airportin United States mein hain.,SELECT rid FROM routes WHERE dst_apid IN (SELECT apid FROM airports WHERE country  =  'United States') AND src_apid IN (SELECT apid FROM airports WHERE country  =  'United States')
formula_1,What is the maximum fastest lap speed in race named 'Monaco Grand Prix' in 2008 ?,What is the maximum swiftest lap speed in race named 'Monaco Grand Prix' in 2008?,Race Monaco Grand Prix 2008 mein kya tabse最快的速度是多少？,Race Monaco Grand Prix 2008 mein kya tabse तेज़ लैप स्पीड कितनी है?,"SELECT max(T2.fastestlapspeed) FROM races AS T1 JOIN results AS T2 ON T1.raceid = T2.raceid WHERE T1.year = 2008 AND T1.name = ""Monaco Grand Prix"
manufactory_1,"Find the average prices of all products from each manufacture, and list each company's name.","Find the average prices of all products from each manufacture, and list each company's name.",Find the average prices of all products from each manufacture aur list karne k lie har ka company ka naam bhi de.,"Find the average prices of all products from each manufacture, aur list karne k liye har ka company ka naam bhi de.","SELECT avg(T1.price) ,  T2.name FROM products AS T1 JOIN manufacturers AS T2 ON T1.Manufacturer  =  T2.code GROUP BY T2.name"
ship_1,Count the number of different ranks of captain.,Count the number of different ranks of kaptein.,Count the number of different kaptein jante.,Count the number of different ranks of kaptein.,SELECT count(DISTINCT rank) FROM captain
sports_competition,What is the number of players who have points less than 30 for each position?,What is the number of players who have points less than thirty for each position?,Kya har poore position ke liye points 30 se kam ka player ka number hai?,Kyaa har poore position ke liye points 30 se kam ka player ka number kya hai?,"SELECT count(*) ,  POSITION FROM player WHERE points  <  30 GROUP BY POSITION"
customers_and_addresses,"Find the total quantity of products associated with the orders in the ""Cancelled"" status.",Find the total quantity of products associated with the orders in the Cancelled status.,Cancelled ke status mein dono order ki total product quantity nikal.,"Cancelled status ka, dono order ki total product quantity nikal.","SELECT sum(t2.order_quantity) FROM customer_orders AS t1 JOIN order_items AS t2 ON t1.order_id  =  t2.order_id WHERE t1.order_status  =  ""Cancelled"
sakila_1,How many items in inventory does store 1 have?,How many items store 1 ka inventory mein hai?,Store 1 ka inventory mein kitne items hain?,Store 1 ka inventory mein kuch items hai?,SELECT count(*) FROM inventory WHERE store_id  =  1
insurance_policies,"Give me the payment Id, the date and the amount for all the payments processed with Visa.","Give me the payment Id, date aur amount har Visa ka pradhan rokha payment ke liye.","Payment Id do, date aur amount har Visa se pradhan rokhane wale payment ke liye.","Payment Id, date aur amount, har Visa ka pradhan rokha payment ke liye, dijiye.","SELECT Payment_ID ,  Date_Payment_Made ,  Amount_Payment FROM Payments WHERE Payment_Method_Code  =  'Visa"
